--- Running (Engine Host) ---
[Main] Using GpuExecutor generic executor.
---------------------------------------------------
======================RESULT=======================
---------------------------------------------------
p_size|supplier_cnt|p_brand|p_type|
32|8.00|Brand#53|MEDIUM POLISHED TIN|
35|8.00|Brand#53|MEDIUM POLISHED TIN|
42|8.00|Brand#53|MEDIUM POLISHED TIN|
44|8.00|Brand#53|MEDIUM POLISHED TIN|
48|8.00|Brand#53|MEDIUM POLISHED TIN|
2|8.00|Brand#53|PROMO ANODIZED BRASS|
5|8.00|Brand#53|PROMO ANODIZED BRASS|
7|8.00|Brand#53|PROMO ANODIZED BRASS|
12|8.00|Brand#53|PROMO ANODIZED BRASS|
15|8.00|Brand#53|PROMO ANODIZED BRASS|
19|8.00|Brand#53|PROMO ANODIZED BRASS|
23|8.00|Brand#53|PROMO ANODIZED BRASS|
26|8.00|Brand#53|PROMO ANODIZED BRASS|
29|8.00|Brand#53|PROMO ANODIZED BRASS|
34|8.00|Brand#53|PROMO ANODIZED BRASS|
36|8.00|Brand#53|PROMO ANODIZED BRASS|
43|8.00|Brand#53|PROMO ANODIZED BRASS|
44|8.00|Brand#53|PROMO ANODIZED BRASS|
47|8.00|Brand#53|PROMO ANODIZED BRASS|
48|8.00|Brand#53|PROMO ANODIZED BRASS|
2|8.00|Brand#53|PROMO ANODIZED COPPER|
3|8.00|Brand#53|PROMO ANODIZED COPPER|
9|8.00|Brand#53|PROMO ANODIZED COPPER|
10|8.00|Brand#53|PROMO ANODIZED COPPER|
13|8.00|Brand#53|PROMO ANODIZED COPPER|
28|8.00|Brand#53|PROMO ANODIZED COPPER|
29|8.00|Brand#53|PROMO ANODIZED COPPER|
31|8.00|Brand#53|PROMO ANODIZED COPPER|
35|8.00|Brand#53|PROMO ANODIZED COPPER|
37|8.00|Brand#53|PROMO ANODIZED COPPER|
11|8.00|Brand#53|PROMO ANODIZED NICKEL|
29|8.00|Brand#53|PROMO ANODIZED NICKEL|
32|8.00|Brand#53|PROMO ANODIZED NICKEL|
36|8.00|Brand#53|PROMO ANODIZED NICKEL|
38|8.00|Brand#53|PROMO ANODIZED NICKEL|
40|8.00|Brand#53|PROMO ANODIZED NICKEL|
42|8.00|Brand#53|PROMO ANODIZED NICKEL|
3|8.00|Brand#53|PROMO ANODIZED STEEL|
10|8.00|Brand#53|PROMO ANODIZED STEEL|
14|8.00|Brand#53|PROMO ANODIZED STEEL|
17|8.00|Brand#53|PROMO ANODIZED STEEL|
21|8.00|Brand#53|PROMO ANODIZED STEEL|
24|8.00|Brand#53|PROMO ANODIZED STEEL|
26|8.00|Brand#53|PROMO ANODIZED STEEL|
27|8.00|Brand#53|PROMO ANODIZED STEEL|
30|8.00|Brand#53|PROMO ANODIZED STEEL|
40|8.00|Brand#53|PROMO ANODIZED STEEL|
44|8.00|Brand#53|PROMO ANODIZED STEEL|
46|8.00|Brand#53|PROMO ANODIZED STEEL|
48|8.00|Brand#53|PROMO ANODIZED STEEL|
7|8.00|Brand#53|PROMO ANODIZED TIN|
11|8.00|Brand#53|PROMO ANODIZED TIN|
18|8.00|Brand#53|PROMO ANODIZED TIN|
19|8.00|Brand#53|PROMO ANODIZED TIN|
29|8.00|Brand#53|PROMO ANODIZED TIN|
31|8.00|Brand#53|PROMO ANODIZED TIN|
33|8.00|Brand#53|PROMO ANODIZED TIN|
49|8.00|Brand#53|PROMO ANODIZED TIN|
10|8.00|Brand#53|PROMO BRUSHED BRASS|
13|8.00|Brand#53|PROMO BRUSHED BRASS|
16|8.00|Brand#53|PROMO BRUSHED BRASS|
25|8.00|Brand#53|PROMO BRUSHED BRASS|
26|8.00|Brand#53|PROMO BRUSHED BRASS|
29|8.00|Brand#53|PROMO BRUSHED BRASS|
33|8.00|Brand#53|PROMO BRUSHED BRASS|
39|8.00|Brand#53|PROMO BRUSHED BRASS|
40|8.00|Brand#53|PROMO BRUSHED BRASS|
42|8.00|Brand#53|PROMO BRUSHED BRASS|
44|8.00|Brand#53|PROMO BRUSHED BRASS|
45|8.00|Brand#53|PROMO BRUSHED BRASS|
50|8.00|Brand#53|PROMO BRUSHED BRASS|
6|8.00|Brand#53|PROMO BRUSHED COPPER|
9|8.00|Brand#53|PROMO BRUSHED COPPER|
14|8.00|Brand#53|PROMO BRUSHED COPPER|
15|8.00|Brand#53|PROMO BRUSHED COPPER|
21|8.00|Brand#53|PROMO BRUSHED COPPER|
27|8.00|Brand#53|PROMO BRUSHED COPPER|
30|8.00|Brand#53|PROMO BRUSHED COPPER|
39|8.00|Brand#53|PROMO BRUSHED COPPER|
5|8.00|Brand#53|PROMO BRUSHED NICKEL|
14|8.00|Brand#53|PROMO BRUSHED NICKEL|
16|8.00|Brand#53|PROMO BRUSHED NICKEL|
29|8.00|Brand#53|PROMO BRUSHED NICKEL|
35|8.00|Brand#53|PROMO BRUSHED NICKEL|
43|8.00|Brand#53|PROMO BRUSHED NICKEL|
44|8.00|Brand#53|PROMO BRUSHED NICKEL|
48|8.00|Brand#53|PROMO BRUSHED NICKEL|
49|8.00|Brand#53|PROMO BRUSHED NICKEL|
3|8.00|Brand#53|PROMO BRUSHED STEEL|
4|8.00|Brand#53|PROMO BRUSHED STEEL|
6|8.00|Brand#53|PROMO BRUSHED STEEL|
15|8.00|Brand#53|PROMO BRUSHED STEEL|
28|8.00|Brand#53|PROMO BRUSHED STEEL|
39|8.00|Brand#53|PROMO BRUSHED STEEL|
46|8.00|Brand#53|PROMO BRUSHED STEEL|
17|8.00|Brand#53|PROMO BRUSHED TIN|
20|8.00|Brand#53|PROMO BRUSHED TIN|
23|8.00|Brand#53|PROMO BRUSHED TIN|
37|8.00|Brand#53|PROMO BRUSHED TIN|
42|8.00|Brand#53|PROMO BRUSHED TIN|
47|8.00|Brand#53|PROMO BRUSHED TIN|
8|8.00|Brand#53|PROMO BURNISHED BRASS|
10|8.00|Brand#53|PROMO BURNISHED BRASS|
12|8.00|Brand#53|PROMO BURNISHED BRASS|
13|8.00|Brand#53|PROMO BURNISHED BRASS|
14|8.00|Brand#53|PROMO BURNISHED BRASS|
23|8.00|Brand#53|PROMO BURNISHED BRASS|
24|8.00|Brand#53|PROMO BURNISHED BRASS|
26|8.00|Brand#53|PROMO BURNISHED BRASS|
28|8.00|Brand#53|PROMO BURNISHED BRASS|
30|8.00|Brand#53|PROMO BURNISHED BRASS|
32|8.00|Brand#53|PROMO BURNISHED BRASS|
36|8.00|Brand#53|PROMO BURNISHED BRASS|
37|8.00|Brand#53|PROMO BURNISHED BRASS|
38|8.00|Brand#53|PROMO BURNISHED BRASS|
40|8.00|Brand#53|PROMO BURNISHED BRASS|
46|8.00|Brand#53|PROMO BURNISHED BRASS|
47|8.00|Brand#53|PROMO BURNISHED BRASS|
50|8.00|Brand#53|PROMO BURNISHED BRASS|
7|8.00|Brand#53|PROMO BURNISHED COPPER|
14|8.00|Brand#53|PROMO BURNISHED COPPER|
15|8.00|Brand#53|PROMO BURNISHED COPPER|
20|8.00|Brand#53|PROMO BURNISHED COPPER|
27|8.00|Brand#53|PROMO BURNISHED COPPER|
29|8.00|Brand#53|PROMO BURNISHED COPPER|
33|8.00|Brand#53|PROMO BURNISHED COPPER|
37|8.00|Brand#53|PROMO BURNISHED COPPER|
42|8.00|Brand#53|PROMO BURNISHED COPPER|
46|8.00|Brand#53|PROMO BURNISHED COPPER|
5|8.00|Brand#53|PROMO BURNISHED NICKEL|
11|8.00|Brand#53|PROMO BURNISHED NICKEL|
14|8.00|Brand#53|PROMO BURNISHED NICKEL|
15|8.00|Brand#53|PROMO BURNISHED NICKEL|
29|8.00|Brand#53|PROMO BURNISHED NICKEL|
32|8.00|Brand#53|PROMO BURNISHED NICKEL|
33|8.00|Brand#53|PROMO BURNISHED NICKEL|
38|8.00|Brand#53|PROMO BURNISHED NICKEL|
46|8.00|Brand#53|PROMO BURNISHED NICKEL|
1|8.00|Brand#53|PROMO BURNISHED STEEL|
13|8.00|Brand#53|PROMO BURNISHED STEEL|
15|8.00|Brand#53|PROMO BURNISHED STEEL|
23|8.00|Brand#53|PROMO BURNISHED STEEL|
35|8.00|Brand#53|PROMO BURNISHED STEEL|
41|8.00|Brand#53|PROMO BURNISHED STEEL|
48|8.00|Brand#53|PROMO BURNISHED STEEL|
1|8.00|Brand#53|PROMO BURNISHED TIN|
3|8.00|Brand#53|PROMO BURNISHED TIN|
4|8.00|Brand#53|PROMO BURNISHED TIN|
6|8.00|Brand#53|PROMO BURNISHED TIN|
8|8.00|Brand#53|PROMO BURNISHED TIN|
9|8.00|Brand#53|PROMO BURNISHED TIN|
10|8.00|Brand#53|PROMO BURNISHED TIN|
17|8.00|Brand#53|PROMO BURNISHED TIN|
19|8.00|Brand#53|PROMO BURNISHED TIN|
31|8.00|Brand#53|PROMO BURNISHED TIN|
32|8.00|Brand#53|PROMO BURNISHED TIN|
34|8.00|Brand#53|PROMO BURNISHED TIN|
41|8.00|Brand#53|PROMO BURNISHED TIN|
44|8.00|Brand#53|PROMO BURNISHED TIN|
45|8.00|Brand#53|PROMO BURNISHED TIN|
46|8.00|Brand#53|PROMO BURNISHED TIN|
4|8.00|Brand#53|PROMO PLATED BRASS|
10|8.00|Brand#53|PROMO PLATED BRASS|
13|8.00|Brand#53|PROMO PLATED BRASS|
18|8.00|Brand#53|PROMO PLATED BRASS|
30|8.00|Brand#53|PROMO PLATED BRASS|
42|8.00|Brand#53|PROMO PLATED BRASS|
44|8.00|Brand#53|PROMO PLATED BRASS|
45|8.00|Brand#53|PROMO PLATED BRASS|
49|8.00|Brand#53|PROMO PLATED BRASS|
2|8.00|Brand#53|PROMO PLATED COPPER|
6|8.00|Brand#53|PROMO PLATED COPPER|
15|8.00|Brand#53|PROMO PLATED COPPER|
16|8.00|Brand#53|PROMO PLATED COPPER|
21|8.00|Brand#53|PROMO PLATED COPPER|
22|8.00|Brand#53|PROMO PLATED COPPER|
23|8.00|Brand#53|PROMO PLATED COPPER|
33|8.00|Brand#53|PROMO PLATED COPPER|
34|8.00|Brand#53|PROMO PLATED COPPER|
37|8.00|Brand#53|PROMO PLATED COPPER|
38|8.00|Brand#53|PROMO PLATED COPPER|
45|8.00|Brand#53|PROMO PLATED COPPER|
49|8.00|Brand#53|PROMO PLATED COPPER|
1|8.00|Brand#53|PROMO PLATED NICKEL|
7|8.00|Brand#53|PROMO PLATED NICKEL|
8|8.00|Brand#53|PROMO PLATED NICKEL|
13|8.00|Brand#53|PROMO PLATED NICKEL|
21|8.00|Brand#53|PROMO PLATED NICKEL|
22|8.00|Brand#53|PROMO PLATED NICKEL|
35|8.00|Brand#53|PROMO PLATED NICKEL|
49|8.00|Brand#53|PROMO PLATED NICKEL|
4|8.00|Brand#53|PROMO PLATED STEEL|
8|8.00|Brand#53|PROMO PLATED STEEL|
15|8.00|Brand#53|PROMO PLATED STEEL|
19|8.00|Brand#53|PROMO PLATED STEEL|
32|8.00|Brand#53|PROMO PLATED STEEL|
35|8.00|Brand#53|PROMO PLATED STEEL|
42|8.00|Brand#53|PROMO PLATED STEEL|
44|8.00|Brand#53|PROMO PLATED STEEL|
47|8.00|Brand#53|PROMO PLATED STEEL|
4|8.00|Brand#53|PROMO PLATED TIN|
29|8.00|Brand#53|PROMO PLATED TIN|
30|8.00|Brand#53|PROMO PLATED TIN|
33|8.00|Brand#53|PROMO PLATED TIN|
35|8.00|Brand#53|PROMO PLATED TIN|
37|8.00|Brand#53|PROMO PLATED TIN|
43|8.00|Brand#53|PROMO PLATED TIN|
45|8.00|Brand#53|PROMO PLATED TIN|
47|8.00|Brand#53|PROMO PLATED TIN|
49|8.00|Brand#53|PROMO PLATED TIN|
7|8.00|Brand#53|PROMO POLISHED BRASS|
13|8.00|Brand#53|PROMO POLISHED BRASS|
14|8.00|Brand#53|PROMO POLISHED BRASS|
19|8.00|Brand#53|PROMO POLISHED BRASS|
24|8.00|Brand#53|PROMO POLISHED BRASS|
26|8.00|Brand#53|PROMO POLISHED BRASS|
27|8.00|Brand#53|PROMO POLISHED BRASS|
36|8.00|Brand#53|PROMO POLISHED BRASS|
38|8.00|Brand#53|PROMO POLISHED BRASS|
39|8.00|Brand#53|PROMO POLISHED BRASS|
46|8.00|Brand#53|PROMO POLISHED BRASS|
2|8.00|Brand#53|PROMO POLISHED COPPER|
7|8.00|Brand#53|PROMO POLISHED COPPER|
21|8.00|Brand#53|PROMO POLISHED COPPER|
22|8.00|Brand#53|PROMO POLISHED COPPER|
30|8.00|Brand#53|PROMO POLISHED COPPER|
35|8.00|Brand#53|PROMO POLISHED COPPER|
38|8.00|Brand#53|PROMO POLISHED COPPER|
10|8.00|Brand#53|PROMO POLISHED NICKEL|
17|8.00|Brand#53|PROMO POLISHED NICKEL|
19|8.00|Brand#53|PROMO POLISHED NICKEL|
20|8.00|Brand#53|PROMO POLISHED NICKEL|
23|8.00|Brand#53|PROMO POLISHED NICKEL|
25|8.00|Brand#53|PROMO POLISHED NICKEL|
32|8.00|Brand#53|PROMO POLISHED NICKEL|
45|8.00|Brand#53|PROMO POLISHED NICKEL|
47|8.00|Brand#53|PROMO POLISHED NICKEL|
50|8.00|Brand#53|PROMO POLISHED NICKEL|
2|8.00|Brand#53|PROMO POLISHED STEEL|
3|8.00|Brand#53|PROMO POLISHED STEEL|
6|8.00|Brand#53|PROMO POLISHED STEEL|
9|8.00|Brand#53|PROMO POLISHED STEEL|
11|8.00|Brand#53|PROMO POLISHED STEEL|
15|8.00|Brand#53|PROMO POLISHED STEEL|
18|8.00|Brand#53|PROMO POLISHED STEEL|
20|8.00|Brand#53|PROMO POLISHED STEEL|
24|8.00|Brand#53|PROMO POLISHED STEEL|
27|8.00|Brand#53|PROMO POLISHED STEEL|
32|8.00|Brand#53|PROMO POLISHED STEEL|
50|8.00|Brand#53|PROMO POLISHED STEEL|
12|8.00|Brand#53|PROMO POLISHED TIN|
16|8.00|Brand#53|PROMO POLISHED TIN|
22|8.00|Brand#53|PROMO POLISHED TIN|
25|8.00|Brand#53|PROMO POLISHED TIN|
35|8.00|Brand#53|PROMO POLISHED TIN|
36|8.00|Brand#53|PROMO POLISHED TIN|
39|8.00|Brand#53|PROMO POLISHED TIN|
40|8.00|Brand#53|PROMO POLISHED TIN|
42|8.00|Brand#53|PROMO POLISHED TIN|
45|8.00|Brand#53|PROMO POLISHED TIN|
46|8.00|Brand#53|PROMO POLISHED TIN|
47|8.00|Brand#53|PROMO POLISHED TIN|
48|8.00|Brand#53|PROMO POLISHED TIN|
50|8.00|Brand#53|PROMO POLISHED TIN|
3|8.00|Brand#53|SMALL ANODIZED BRASS|
9|8.00|Brand#53|SMALL ANODIZED BRASS|
10|8.00|Brand#53|SMALL ANODIZED BRASS|
13|8.00|Brand#53|SMALL ANODIZED BRASS|
17|8.00|Brand#53|SMALL ANODIZED BRASS|
29|8.00|Brand#53|SMALL ANODIZED BRASS|
31|8.00|Brand#53|SMALL ANODIZED BRASS|
33|8.00|Brand#53|SMALL ANODIZED BRASS|
38|8.00|Brand#53|SMALL ANODIZED BRASS|
43|8.00|Brand#53|SMALL ANODIZED BRASS|
45|8.00|Brand#53|SMALL ANODIZED BRASS|
48|8.00|Brand#53|SMALL ANODIZED BRASS|
1|8.00|Brand#53|SMALL ANODIZED COPPER|
2|8.00|Brand#53|SMALL ANODIZED COPPER|
3|8.00|Brand#53|SMALL ANODIZED COPPER|
5|8.00|Brand#53|SMALL ANODIZED COPPER|
8|8.00|Brand#53|SMALL ANODIZED COPPER|
10|8.00|Brand#53|SMALL ANODIZED COPPER|
15|8.00|Brand#53|SMALL ANODIZED COPPER|
19|8.00|Brand#53|SMALL ANODIZED COPPER|
21|8.00|Brand#53|SMALL ANODIZED COPPER|
23|8.00|Brand#53|SMALL ANODIZED COPPER|
27|8.00|Brand#53|SMALL ANODIZED COPPER|
33|8.00|Brand#53|SMALL ANODIZED COPPER|
37|8.00|Brand#53|SMALL ANODIZED COPPER|
42|8.00|Brand#53|SMALL ANODIZED COPPER|
43|8.00|Brand#53|SMALL ANODIZED COPPER|
9|8.00|Brand#53|SMALL ANODIZED NICKEL|
10|8.00|Brand#53|SMALL ANODIZED NICKEL|
19|8.00|Brand#53|SMALL ANODIZED NICKEL|
21|8.00|Brand#53|SMALL ANODIZED NICKEL|
22|8.00|Brand#53|SMALL ANODIZED NICKEL|
30|8.00|Brand#53|SMALL ANODIZED NICKEL|
31|8.00|Brand#53|SMALL ANODIZED NICKEL|
33|8.00|Brand#53|SMALL ANODIZED NICKEL|
37|8.00|Brand#53|SMALL ANODIZED NICKEL|
39|8.00|Brand#53|SMALL ANODIZED NICKEL|
44|8.00|Brand#53|SMALL ANODIZED NICKEL|
46|8.00|Brand#53|SMALL ANODIZED NICKEL|
5|8.00|Brand#53|SMALL ANODIZED STEEL|
10|8.00|Brand#53|SMALL ANODIZED STEEL|
11|8.00|Brand#53|SMALL ANODIZED STEEL|
15|8.00|Brand#53|SMALL ANODIZED STEEL|
17|8.00|Brand#53|SMALL ANODIZED STEEL|
22|8.00|Brand#53|SMALL ANODIZED STEEL|
23|8.00|Brand#53|SMALL ANODIZED STEEL|
26|8.00|Brand#53|SMALL ANODIZED STEEL|
39|8.00|Brand#53|SMALL ANODIZED STEEL|
43|8.00|Brand#53|SMALL ANODIZED STEEL|
45|8.00|Brand#53|SMALL ANODIZED STEEL|
47|8.00|Brand#53|SMALL ANODIZED STEEL|
50|8.00|Brand#53|SMALL ANODIZED STEEL|
10|8.00|Brand#53|SMALL ANODIZED TIN|
22|8.00|Brand#53|SMALL ANODIZED TIN|
25|8.00|Brand#53|SMALL ANODIZED TIN|
30|8.00|Brand#53|SMALL ANODIZED TIN|
34|8.00|Brand#53|SMALL ANODIZED TIN|
36|8.00|Brand#53|SMALL ANODIZED TIN|
37|8.00|Brand#53|SMALL ANODIZED TIN|
40|8.00|Brand#53|SMALL ANODIZED TIN|
2|8.00|Brand#53|SMALL BRUSHED BRASS|
5|8.00|Brand#53|SMALL BRUSHED BRASS|
7|8.00|Brand#53|SMALL BRUSHED BRASS|
8|8.00|Brand#53|SMALL BRUSHED BRASS|
11|8.00|Brand#53|SMALL BRUSHED BRASS|
13|8.00|Brand#53|SMALL BRUSHED BRASS|
14|8.00|Brand#53|SMALL BRUSHED BRASS|
20|8.00|Brand#53|SMALL BRUSHED BRASS|
28|8.00|Brand#53|SMALL BRUSHED BRASS|
30|8.00|Brand#53|SMALL BRUSHED BRASS|
32|8.00|Brand#53|SMALL BRUSHED BRASS|
33|8.00|Brand#53|SMALL BRUSHED BRASS|
36|8.00|Brand#53|SMALL BRUSHED BRASS|
37|8.00|Brand#53|SMALL BRUSHED BRASS|
48|8.00|Brand#53|SMALL BRUSHED BRASS|
8|8.00|Brand#53|SMALL BRUSHED COPPER|
10|8.00|Brand#53|SMALL BRUSHED COPPER|
16|8.00|Brand#53|SMALL BRUSHED COPPER|
20|8.00|Brand#53|SMALL BRUSHED COPPER|
31|8.00|Brand#53|SMALL BRUSHED COPPER|
39|8.00|Brand#53|SMALL BRUSHED COPPER|
42|8.00|Brand#53|SMALL BRUSHED COPPER|
6|8.00|Brand#53|SMALL BRUSHED NICKEL|
7|8.00|Brand#53|SMALL BRUSHED NICKEL|
8|8.00|Brand#53|SMALL BRUSHED NICKEL|
27|8.00|Brand#53|SMALL BRUSHED NICKEL|
39|8.00|Brand#53|SMALL BRUSHED NICKEL|
2|8.00|Brand#53|SMALL BRUSHED STEEL|
13|8.00|Brand#53|SMALL BRUSHED STEEL|
15|8.00|Brand#53|SMALL BRUSHED STEEL|
17|8.00|Brand#53|SMALL BRUSHED STEEL|
18|8.00|Brand#53|SMALL BRUSHED STEEL|
21|8.00|Brand#53|SMALL BRUSHED STEEL|
34|8.00|Brand#53|SMALL BRUSHED STEEL|
37|8.00|Brand#53|SMALL BRUSHED STEEL|
45|8.00|Brand#53|SMALL BRUSHED STEEL|
1|8.00|Brand#53|SMALL BRUSHED TIN|
3|8.00|Brand#53|SMALL BRUSHED TIN|
14|8.00|Brand#53|SMALL BRUSHED TIN|
16|8.00|Brand#53|SMALL BRUSHED TIN|
17|8.00|Brand#53|SMALL BRUSHED TIN|
19|8.00|Brand#53|SMALL BRUSHED TIN|
22|8.00|Brand#53|SMALL BRUSHED TIN|
26|8.00|Brand#53|SMALL BRUSHED TIN|
27|8.00|Brand#53|SMALL BRUSHED TIN|
29|8.00|Brand#53|SMALL BRUSHED TIN|
31|8.00|Brand#53|SMALL BRUSHED TIN|
34|8.00|Brand#53|SMALL BRUSHED TIN|
43|8.00|Brand#53|SMALL BRUSHED TIN|
45|8.00|Brand#53|SMALL BRUSHED TIN|
46|8.00|Brand#53|SMALL BRUSHED TIN|
49|8.00|Brand#53|SMALL BRUSHED TIN|
16|8.00|Brand#53|SMALL BURNISHED BRASS|
30|8.00|Brand#53|SMALL BURNISHED BRASS|
38|8.00|Brand#53|SMALL BURNISHED BRASS|
45|8.00|Brand#53|SMALL BURNISHED BRASS|
49|8.00|Brand#53|SMALL BURNISHED BRASS|
6|8.00|Brand#53|SMALL BURNISHED COPPER|
8|8.00|Brand#53|SMALL BURNISHED COPPER|
10|8.00|Brand#53|SMALL BURNISHED COPPER|
11|8.00|Brand#53|SMALL BURNISHED COPPER|
13|8.00|Brand#53|SMALL BURNISHED COPPER|
16|8.00|Brand#53|SMALL BURNISHED COPPER|
19|8.00|Brand#53|SMALL BURNISHED COPPER|
22|8.00|Brand#53|SMALL BURNISHED COPPER|
23|8.00|Brand#53|SMALL BURNISHED COPPER|
33|8.00|Brand#53|SMALL BURNISHED COPPER|
35|8.00|Brand#53|SMALL BURNISHED COPPER|
36|8.00|Brand#53|SMALL BURNISHED COPPER|
42|8.00|Brand#53|SMALL BURNISHED COPPER|
43|8.00|Brand#53|SMALL BURNISHED COPPER|
45|8.00|Brand#53|SMALL BURNISHED COPPER|
49|8.00|Brand#53|SMALL BURNISHED COPPER|
4|8.00|Brand#53|SMALL BURNISHED NICKEL|
10|8.00|Brand#53|SMALL BURNISHED NICKEL|
14|8.00|Brand#53|SMALL BURNISHED NICKEL|
15|8.00|Brand#53|SMALL BURNISHED NICKEL|
27|8.00|Brand#53|SMALL BURNISHED NICKEL|
37|8.00|Brand#53|SMALL BURNISHED NICKEL|
38|8.00|Brand#53|SMALL BURNISHED NICKEL|
40|8.00|Brand#53|SMALL BURNISHED NICKEL|
48|8.00|Brand#53|SMALL BURNISHED NICKEL|
9|8.00|Brand#53|SMALL BURNISHED STEEL|
12|8.00|Brand#53|SMALL BURNISHED STEEL|
18|8.00|Brand#53|SMALL BURNISHED STEEL|
27|8.00|Brand#53|SMALL BURNISHED STEEL|
33|8.00|Brand#53|SMALL BURNISHED STEEL|
36|8.00|Brand#53|SMALL BURNISHED STEEL|
38|8.00|Brand#53|SMALL BURNISHED STEEL|
1|8.00|Brand#53|SMALL BURNISHED TIN|
4|8.00|Brand#53|SMALL BURNISHED TIN|
7|8.00|Brand#53|SMALL BURNISHED TIN|
12|8.00|Brand#53|SMALL BURNISHED TIN|
14|8.00|Brand#53|SMALL BURNISHED TIN|
16|8.00|Brand#53|SMALL BURNISHED TIN|
23|8.00|Brand#53|SMALL BURNISHED TIN|
27|8.00|Brand#53|SMALL BURNISHED TIN|
37|8.00|Brand#53|SMALL BURNISHED TIN|
38|8.00|Brand#53|SMALL BURNISHED TIN|
47|8.00|Brand#53|SMALL BURNISHED TIN|
2|8.00|Brand#53|SMALL PLATED BRASS|
5|8.00|Brand#53|SMALL PLATED BRASS|
7|8.00|Brand#53|SMALL PLATED BRASS|
9|8.00|Brand#53|SMALL PLATED BRASS|
13|8.00|Brand#53|SMALL PLATED BRASS|
16|8.00|Brand#53|SMALL PLATED BRASS|
20|8.00|Brand#53|SMALL PLATED BRASS|
21|8.00|Brand#53|SMALL PLATED BRASS|
24|8.00|Brand#53|SMALL PLATED BRASS|
28|8.00|Brand#53|SMALL PLATED BRASS|
36|8.00|Brand#53|SMALL PLATED BRASS|
38|8.00|Brand#53|SMALL PLATED BRASS|
44|8.00|Brand#53|SMALL PLATED BRASS|
46|8.00|Brand#53|SMALL PLATED BRASS|
48|8.00|Brand#53|SMALL PLATED BRASS|
1|8.00|Brand#53|SMALL PLATED COPPER|
16|8.00|Brand#53|SMALL PLATED COPPER|
25|8.00|Brand#53|SMALL PLATED COPPER|
28|8.00|Brand#53|SMALL PLATED COPPER|
30|8.00|Brand#53|SMALL PLATED COPPER|
50|8.00|Brand#53|SMALL PLATED COPPER|
9|8.00|Brand#53|SMALL PLATED NICKEL|
14|8.00|Brand#53|SMALL PLATED NICKEL|
20|8.00|Brand#53|SMALL PLATED NICKEL|
21|8.00|Brand#53|SMALL PLATED NICKEL|
23|8.00|Brand#53|SMALL PLATED NICKEL|
24|8.00|Brand#53|SMALL PLATED NICKEL|
30|8.00|Brand#53|SMALL PLATED NICKEL|
31|8.00|Brand#53|SMALL PLATED NICKEL|
41|8.00|Brand#53|SMALL PLATED NICKEL|
47|8.00|Brand#53|SMALL PLATED NICKEL|
48|8.00|Brand#53|SMALL PLATED NICKEL|
5|8.00|Brand#53|SMALL PLATED STEEL|
7|8.00|Brand#53|SMALL PLATED STEEL|
16|8.00|Brand#53|SMALL PLATED STEEL|
19|8.00|Brand#53|SMALL PLATED STEEL|
22|8.00|Brand#53|SMALL PLATED STEEL|
23|8.00|Brand#53|SMALL PLATED STEEL|
31|8.00|Brand#53|SMALL PLATED STEEL|
34|8.00|Brand#53|SMALL PLATED STEEL|
44|8.00|Brand#53|SMALL PLATED STEEL|
1|8.00|Brand#53|SMALL PLATED TIN|
6|8.00|Brand#53|SMALL PLATED TIN|
7|8.00|Brand#53|SMALL PLATED TIN|
9|8.00|Brand#53|SMALL PLATED TIN|
10|8.00|Brand#53|SMALL PLATED TIN|
15|8.00|Brand#53|SMALL PLATED TIN|
27|8.00|Brand#53|SMALL PLATED TIN|
28|8.00|Brand#53|SMALL PLATED TIN|
37|8.00|Brand#53|SMALL PLATED TIN|
41|8.00|Brand#53|SMALL PLATED TIN|
1|8.00|Brand#53|SMALL POLISHED BRASS|
6|8.00|Brand#53|SMALL POLISHED BRASS|
7|8.00|Brand#53|SMALL POLISHED BRASS|
15|8.00|Brand#53|SMALL POLISHED BRASS|
27|8.00|Brand#53|SMALL POLISHED BRASS|
29|8.00|Brand#53|SMALL POLISHED BRASS|
31|8.00|Brand#53|SMALL POLISHED BRASS|
36|8.00|Brand#53|SMALL POLISHED BRASS|
42|8.00|Brand#53|SMALL POLISHED BRASS|
47|8.00|Brand#53|SMALL POLISHED BRASS|
8|8.00|Brand#53|SMALL POLISHED COPPER|
13|8.00|Brand#53|SMALL POLISHED COPPER|
21|8.00|Brand#53|SMALL POLISHED COPPER|
23|8.00|Brand#53|SMALL POLISHED COPPER|
27|8.00|Brand#53|SMALL POLISHED COPPER|
29|8.00|Brand#53|SMALL POLISHED COPPER|
33|8.00|Brand#53|SMALL POLISHED COPPER|
40|8.00|Brand#53|SMALL POLISHED COPPER|
47|8.00|Brand#53|SMALL POLISHED COPPER|
48|8.00|Brand#53|SMALL POLISHED COPPER|
3|8.00|Brand#53|SMALL POLISHED NICKEL|
8|8.00|Brand#53|SMALL POLISHED NICKEL|
18|8.00|Brand#53|SMALL POLISHED NICKEL|
19|8.00|Brand#53|SMALL POLISHED NICKEL|
21|8.00|Brand#53|SMALL POLISHED NICKEL|
22|8.00|Brand#53|SMALL POLISHED NICKEL|
25|8.00|Brand#53|SMALL POLISHED NICKEL|
44|8.00|Brand#53|SMALL POLISHED NICKEL|
47|8.00|Brand#53|SMALL POLISHED NICKEL|
3|8.00|Brand#53|SMALL POLISHED STEEL|
15|8.00|Brand#53|SMALL POLISHED STEEL|
17|8.00|Brand#53|SMALL POLISHED STEEL|
